Neighborhood,OverallQual,AgeBuildind,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,GrLivArea,TotalArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageCars,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No
12,6,47,3,3,1144,1,1429,2573,1,4,7,4,2,0,1,0,0,0,0,0
16,8,1,5,5,2042,1,2042,4084,2,5,8,4,3,0,1,0,0,0,0,0
7,6,17,3,4,816,1,816,1632,1,3,5,0,0,0,0,0,0,0,0,1
17,10,115,5,3,1237,1,2775,4012,3,4,9,4,2,0,0,0,0,0,1,0
3,4,74,3,3,884,1,1573,2457,1,4,6,0,1,0,0,0,0,0,1,0
23,8,1,4,5,1868,1,2028,3896,2,4,7,4,3,0,1,0,0,0,0,0
3,6,90,3,3,816,1,838,1654,1,2,5,0,1,0,0,0,0,0,1,0
19,5,27,3,3,840,1,860,1700,1,3,4,0,2,0,0,0,0,0,1,0
4,5,41,3,3,1437,1,1473,2910,1,5,5,4,1,0,1,0,0,0,0,0
3,5,78,3,3,742,1,935,1677,1,3,4,0,1,0,0,0,0,0,1,0
5,7,4,4,4,770,1,1582,2352,2,4,6,0,2,0,1,0,0,0,0,0
16,10,1,5,5,1722,1,2296,4018,2,5,10,4,3,0,0,0,1,0,0,0
11,5,26,3,3,816,1,816,1632,1,3,4,0,2,0,0,0,0,0,1,0
5,6,6,4,4,848,1,848,1696,1,4,4,0,2,0,1,0,0,0,0,0
5,5,33,3,4,924,1,924,1848,1,3,5,0,1,0,0,0,0,0,1,0
22,8,1,4,4,1814,1,1826,3640,2,4,7,3,3,0,1,0,0,0,0,0
17,6,96,3,3,684,0,1368,2052,1,3,7,0,1,0,0,0,0,0,1,0
0,7,1,4,5,1258,1,1402,2660,0,4,7,4,3,0,1,0,0,0,0,0
6,5,29,3,4,1430,1,1647,3077,2,4,7,3,2,0,1,0,0,0,0,0
1,6,28,3,4,716,1,1556,2272,2,3,6,3,2,0,1,0,0,0,0,0
16,8,1,4,4,1058,1,1904,2962,2,5,8,4,2,0,0,0,1,0,0,0
9,6,70,3,3,780,1,1375,2155,1,4,6,4,1,0,0,0,0,0,1,0
20,8,14,4,4,908,1,1915,2823,2,4,8,3,2,0,1,0,0,0,0,0
21,7,6,4,4,600,1,1200,1800,2,4,4,0,2,0,0,0,0,0,1,0
5,7,6,4,4,1494,1,1494,2988,2,4,6,3,2,0,1,0,0,0,0,0
12,7,44,3,3,768,1,1986,2754,2,3,7,2,2,0,1,0,0,0,0,0
5,5,13,3,4,1040,1,1040,2080,1,4,6,0,2,0,0,0,0,0,1,0
7,5,58,3,3,896,1,2008,2904,3,5,8,0,1,0,1,0,0,0,0,0
6,8,73,3,4,965,1,3194,4159,2,3,10,4,2,0,0,1,0,0,0,0
19,4,46,3,3,1029,1,1029,2058,1,3,5,0,1,0,1,0,0,0,0,0
5,9,9,4,5,1440,1,2153,3593,2,5,8,5,3,0,1,0,0,0,0,0
14,6,29,3,4,1032,1,1032,2064,2,3,6,3,2,0,1,0,0,0,0,0
5,8,8,4,4,1299,1,1872,3171,2,5,7,3,2,0,0,0,1,0,0,0
11,5,0,3,4,1120,1,1120,2240,1,3,6,0,0,0,0,0,0,0,0,1
10,4,38,3,4,630,1,630,1260,1,3,3,0,0,0,0,0,0,0,0,1
12,6,47,3,3,936,1,1054,1990,1,4,6,0,2,0,1,0,0,0,0,0
8,6,4,4,4,783,1,1509,2292,2,4,7,4,2,0,1,0,0,0,0,0
12,6,54,3,3,832,1,832,1664,1,4,4,0,2,0,0,0,0,0,1,0
16,9,0,5,5,1822,1,1828,3650,2,4,9,4,3,0,1,0,0,0,0,0
23,8,5,4,4,1482,1,2262,3744,2,4,10,4,3,0,1,0,0,0,0,0
7,3,94,3,3,864,0,864,1728,1,3,5,0,0,0,0,0,0,0,0,1
14,6,34,3,3,1522,1,2614,4136,2,3,9,3,2,0,1,0,0,0,0,0
19,5,32,3,3,980,1,980,1960,1,3,6,0,2,0,0,0,0,0,1,0
21,6,7,4,4,756,1,1512,2268,2,4,4,3,2,0,0,0,0,0,1,0
14,6,34,3,3,732,1,1790,2522,1,3,8,3,2,0,1,0,0,0,0,0
12,6,48,3,3,1116,1,1116,2232,1,3,5,0,2,0,1,0,0,0,0,0
12,5,47,3,3,978,1,1422,2400,1,3,6,3,1,0,1,0,0,0,0,0
12,6,55,3,3,1156,1,1520,2676,1,3,7,4,1,0,0,1,0,0,0,0
12,5,38,3,4,1040,1,2080,3120,1,2,9,3,2,0,1,0,0,0,0,0
12,6,44,3,3,1248,1,1350,2598,1,3,6,0,2,0,1,0,0,0,0,0
17,5,126,3,2,636,1,1750,2386,1,5,8,0,1,0,0,0,0,0,1,0
16,8,1,4,4,1554,1,1554,3108,2,4,6,4,2,0,1,0,0,0,0,0
14,7,32,3,3,1386,1,1411,2797,2,3,6,3,2,0,1,0,0,0,0,0
12,5,53,3,3,1056,1,1056,2112,1,3,6,0,1,0,1,0,0,0,0,0
17,6,30,3,3,1056,1,1056,2112,0,3,4,0,2,0,0,0,0,0,1,0
18,6,93,2,3,1440,1,3395,4835,2,2,14,0,0,0,0,0,0,0,0,1
3,2,73,2,3,264,0,800,1064,1,2,4,1,0,0,0,0,0,0,0,1
17,5,55,3,3,811,1,1387,2198,2,4,7,0,1,0,0,0,1,0,0,0
7,5,98,3,2,796,1,796,1592,1,3,4,0,0,0,0,0,0,0,0,1
0,8,0,4,4,1520,1,1567,3087,2,5,7,4,3,0,1,0,0,0,0,0
16,8,5,5,5,1518,1,1518,3036,1,5,6,4,2,0,1,0,0,0,0,0
21,7,6,4,4,1057,1,1929,2986,2,4,7,3,2,0,1,0,0,0,0,0
12,8,37,4,4,1952,1,2704,4656,2,5,9,3,2,0,1,0,0,0,0,0
14,5,38,3,3,780,1,1620,2400,2,3,7,0,2,0,1,0,0,0,0,0
21,9,0,5,5,1766,1,1766,3532,2,5,7,4,3,0,1,0,0,0,0,0
12,6,36,3,3,981,1,981,1962,1,3,5,0,2,0,0,0,0,0,1,0
12,5,58,3,0,0,1,1048,1048,1,3,7,0,2,0,0,0,0,0,1,0
7,6,55,3,3,1094,1,1094,2188,1,3,5,4,2,0,1,0,0,0,0,0
12,6,44,3,3,756,1,1839,2595,1,3,7,3,2,0,1,0,0,0,0,0
10,4,37,3,4,630,1,630,1260,1,3,3,0,0,0,0,0,0,0,0,1
21,7,1,4,4,813,1,1665,2478,2,4,7,0,2,0,1,0,0,0,0,0
7,4,69,3,3,755,1,1510,2265,1,3,7,4,1,0,0,0,0,0,1,0
5,7,13,4,4,880,1,1716,2596,2,4,7,3,2,0,1,0,0,0,0,0
9,6,102,3,3,756,1,1469,2225,1,3,7,0,1,0,0,0,0,0,1,0
15,8,13,4,4,2109,1,2113,4222,2,4,7,3,3,0,1,0,0,0,0,0
2,6,39,3,3,525,1,1092,1617,1,3,6,0,1,0,0,0,0,0,1,0
12,5,49,4,3,1053,1,1053,2106,1,4,5,0,1,0,1,0,0,0,0,0
6,7,77,3,4,776,1,1502,2278,1,3,6,4,1,0,1,0,0,0,0,0
12,6,62,3,3,912,1,1458,2370,1,3,6,4,1,0,1,0,0,0,0,0
7,5,45,3,3,1486,1,1486,2972,1,3,7,0,2,0,0,0,0,0,1,0
14,7,31,3,4,793,1,1935,2728,2,3,7,3,2,0,1,0,0,0,0,0
15,8,15,4,4,1629,1,2448,4077,2,4,8,3,3,0,1,0,0,0,0,0
12,6,41,3,2,1392,1,1392,2784,1,3,5,3,2,0,1,0,0,0,0,0
7,4,36,3,4,1138,1,1181,2319,2,3,6,0,2,0,0,0,0,0,1,0
21,8,1,4,5,2077,1,2097,4174,1,5,8,5,3,0,1,0,0,0,0,0
8,8,6,4,4,1406,1,1936,3342,2,4,7,3,2,0,1,0,0,0,0,0
12,6,42,3,4,1021,1,2380,3401,2,3,7,1,2,0,0,0,0,1,0,0
20,6,14,3,4,1408,1,1679,3087,2,4,7,2,2,0,1,0,0,0,0,0
19,5,50,3,3,1188,1,1437,2625,1,3,6,3,2,0,0,0,0,0,1,0
6,4,84,3,2,700,1,1180,1880,1,2,5,4,1,0,0,0,0,0,1,0
5,6,4,4,4,738,1,1476,2214,2,4,7,0,2,0,1,0,0,0,0,0
7,6,84,3,3,672,0,1369,2041,2,3,6,0,1,0,0,0,0,0,1,0
24,6,29,4,4,1208,1,1208,2416,1,3,6,3,2,0,1,0,0,0,0,0
6,6,50,3,3,1477,1,1839,3316,2,4,7,3,2,0,1,0,0,0,0,0
12,6,43,3,3,1136,1,1136,2272,1,3,5,4,1,0,1,0,0,0,0,0
13,6,31,3,3,855,1,1441,2296,2,3,7,3,2,0,1,0,0,0,0,0
17,4,106,3,3,1095,0,1774,2869,2,3,8,0,3,1,0,0,0,0,0,0
17,5,85,4,3,768,1,792,1560,1,4,5,0,1,0,0,0,0,0,1,0
22,8,1,4,5,2046,1,2046,4092,2,4,7,4,3,0,1,0,0,0,0,0
19,5,46,3,3,988,1,988,1976,1,3,5,0,2,0,0,0,0,0,1,0
20,6,30,3,4,923,1,923,1846,2,3,5,3,1,0,1,0,0,0,0,0
18,5,77,3,3,793,1,1520,2313,1,3,6,0,1,0,0,0,0,0,1,0
4,6,12,3,4,1291,1,1291,2582,1,4,6,4,2,0,1,0,0,0,0,0
5,9,5,4,4,1626,1,1668,3294,2,4,7,3,3,0,1,0,0,0,0,0
15,7,12,4,4,1195,1,1839,3034,2,3,7,0,2,0,1,0,0,0,0,0
22,7,23,4,4,1190,1,2090,3280,2,4,6,3,2,0,1,0,0,0,0,0
21,7,0,4,4,874,1,1761,2635,3,4,7,0,2,0,1,0,0,0,0,0
21,7,3,4,4,551,1,1102,1653,2,4,4,0,2,0,0,0,0,0,1,0
22,8,0,4,4,1419,1,1419,2838,2,4,7,4,2,0,1,0,0,0,0,0
16,6,2,4,4,1362,1,1362,2724,2,4,6,4,2,0,1,0,0,0,0,0
5,6,4,4,4,848,1,848,1696,1,4,3,3,2,0,1,0,0,0,0,0
15,10,13,5,5,2444,1,4316,6760,3,5,10,5,3,0,1,0,0,0,0,0
23,7,17,4,4,1210,1,2519,3729,2,4,9,4,2,0,1,0,0,0,0,0
17,5,85,3,3,1073,1,1073,2146,1,3,4,0,1,0,0,0,0,0,1,0
3,5,73,3,3,927,1,1539,2466,1,3,5,0,2,0,0,0,0,0,1,0
23,6,19,3,4,1112,1,1137,2249,2,4,5,3,2,0,1,0,0,0,0,0
3,5,85,3,3,616,1,616,1232,1,3,4,0,1,0,0,0,0,0,1,0
7,5,54,3,5,980,1,1148,2128,1,3,6,0,1,0,0,0,0,0,1,0
19,5,45,3,3,894,1,894,1788,1,3,5,4,1,0,0,0,0,0,1,0
21,7,4,4,4,1391,1,1391,2782,2,4,5,0,2,0,1,0,0,0,0,0
23,8,4,4,5,1800,1,1800,3600,2,4,7,4,3,0,1,0,0,0,0,0
14,7,37,3,3,1164,1,1164,2328,1,3,6,0,2,0,1,0,0,0,0,0
22,8,0,5,5,1234,1,2576,3810,2,5,10,4,3,0,0,0,1,0,0,0
17,5,110,3,4,360,1,1812,2172,2,4,8,1,2,0,0,0,0,0,1,0
5,7,6,4,4,1473,1,1484,2957,2,4,7,0,2,0,1,0,0,0,0,0
9,4,80,2,0,0,0,1092,1092,2,2,7,0,0,0,0,0,0,0,0,1
4,7,36,3,4,1643,1,1824,3467,2,4,5,3,2,0,1,0,0,0,0,0
16,8,3,4,4,1324,1,1324,2648,2,4,6,4,2,0,1,0,0,0,0,0
8,7,0,4,4,728,1,1456,2184,2,4,8,4,2,0,1,0,0,0,0,0
19,5,42,3,3,876,1,904,1780,1,3,6,0,1,0,1,0,0,0,0,0
3,3,73,4,3,270,1,729,999,1,3,5,0,0,0,0,0,0,0,0,1
9,4,110,3,3,859,1,1178,2037,1,3,7,0,1,0,0,0,0,0,1,0
22,8,20,4,4,1228,1,1228,2456,2,4,5,4,2,0,1,0,0,0,0,0
3,4,36,3,3,960,0,960,1920,1,3,6,0,2,0,0,0,0,0,1,0
19,6,34,4,3,725,1,1479,2204,2,4,6,0,2,0,1,0,0,0,0,0
14,6,35,3,4,1064,1,1350,2414,2,3,7,3,2,0,1,0,0,0,0,0
17,7,117,3,3,718,1,2554,3272,1,3,8,0,2,0,0,0,0,0,1,0
14,5,35,3,4,1176,1,1178,2354,1,4,5,2,2,0,1,0,0,0,0,0
15,7,15,4,4,1311,1,2418,3729,2,4,9,3,3,0,1,0,0,0,0,0
5,5,37,3,4,971,1,971,1942,1,3,5,1,1,0,1,0,0,0,0,0
22,8,21,4,4,1742,1,1742,3484,2,4,5,3,2,0,1,0,0,0,0,0
5,6,6,4,4,848,1,848,1696,1,4,3,0,2,0,1,0,0,0,0,0
12,4,39,3,3,864,1,864,1728,1,3,5,0,2,0,0,0,0,0,1,0
7,4,54,3,3,941,1,1470,2411,2,3,7,0,1,0,0,0,0,0,1,0
7,9,2,5,5,1698,1,1698,3396,2,5,8,4,3,0,1,0,0,0,0,0
12,4,39,3,3,864,1,864,1728,1,4,5,0,2,0,0,0,0,0,1,0
6,6,21,4,4,880,1,1680,2560,2,4,5,4,2,0,1,0,0,0,0,0
5,7,2,4,4,1232,1,1232,2464,2,4,6,0,2,0,1,0,0,0,0,0
12,5,51,3,3,1584,1,1776,3360,2,3,9,0,3,0,0,0,0,0,1,0
9,4,84,3,3,780,1,1208,1988,1,3,5,0,2,0,0,0,0,0,1,0
22,8,15,4,4,1595,1,1616,3211,2,4,5,3,2,0,1,0,0,0,0,0
23,7,4,4,5,868,1,1146,2014,2,4,6,4,2,0,1,0,0,0,0,0
5,7,10,4,4,1153,1,2031,3184,2,4,8,3,2,0,1,0,0,0,0,0
19,5,48,3,3,864,1,1144,2008,1,3,6,3,1,0,1,0,0,0,0,0
19,5,39,3,3,948,1,948,1896,1,3,6,0,1,0,1,0,0,0,0,0
17,7,92,3,4,880,0,1768,2648,1,3,6,3,2,0,0,0,0,0,1,0
12,3,56,3,0,0,0,1040,1040,2,3,6,0,2,0,0,0,0,0,1,0
8,8,1,4,4,893,1,1801,2694,2,4,8,4,3,0,1,0,0,0,0,0
7,5,22,3,4,1200,1,1200,2400,3,3,5,0,0,0,0,0,0,0,0,1
5,7,5,4,4,864,1,1728,2592,2,4,7,0,2,0,1,0,0,0,0,0
17,5,97,3,2,264,1,1432,1696,2,3,7,0,2,0,0,0,0,0,1,0
19,6,47,3,3,912,1,912,1824,1,4,5,0,1,0,0,0,0,0,1,0
20,7,7,3,4,1349,1,1349,2698,2,3,6,0,2,0,1,0,0,0,0,0
19,5,46,3,4,520,1,1464,1984,2,3,6,3,2,0,1,0,0,0,0,0
22,8,15,4,4,1337,1,1337,2674,2,4,5,3,2,0,1,0,0,0,0,0
14,8,32,5,3,1142,1,2715,3857,3,4,11,3,2,0,0,0,1,0,0,0
8,7,9,4,4,952,1,2256,3208,2,4,8,3,2,0,0,0,1,0,0,0
17,7,129,4,3,1240,0,2640,3880,1,4,8,4,4,0,0,0,0,0,1,0
15,7,14,4,4,1720,1,1720,3440,2,4,7,3,2,0,1,0,0,0,0,0
7,4,64,3,0,0,0,1529,1529,2,3,9,0,1,0,0,0,0,0,1,0
17,4,100,3,3,576,1,1140,1716,1,3,7,0,0,0,0,0,0,0,0,1
8,7,4,4,4,660,1,1320,1980,2,4,6,0,2,0,1,0,0,0,0,0
5,6,9,3,4,1479,1,1494,2973,2,4,6,0,2,0,1,0,0,0,0,0
16,8,1,4,4,1030,1,2098,3128,2,5,8,4,3,0,1,0,0,0,0,0
12,6,40,3,3,1026,1,1026,2052,1,4,5,0,2,0,0,0,0,0,1,0
21,6,10,3,4,729,1,1471,2200,2,3,6,0,2,0,0,0,0,0,1,0
5,8,2,4,4,866,1,1768,2634,2,4,7,0,2,0,1,0,0,0,0,0
19,6,32,3,3,672,1,1386,2058,2,3,6,3,2,0,1,0,0,0,0,0
21,7,9,3,4,744,1,1501,2245,2,3,6,0,2,0,0,0,0,0,1,0
15,8,12,4,4,1318,1,2531,3849,2,4,9,3,3,0,1,0,0,0,0,0
12,6,50,3,3,864,1,864,1728,1,3,5,0,1,0,0,0,0,0,1,0
3,5,85,3,3,1145,1,1301,2446,1,2,5,0,2,0,0,0,0,0,1,0
21,7,1,3,4,756,1,1547,2303,2,4,7,0,2,0,1,0,0,0,0,0
15,8,10,4,4,1252,1,2365,3617,2,4,8,4,3,0,1,0,0,0,0,0
24,8,11,4,4,1494,1,1494,2988,1,5,6,4,2,0,1,0,0,0,0,0
21,9,0,4,4,1498,1,1506,3004,2,5,6,4,2,0,1,0,0,0,0,0
14,7,22,3,4,980,1,1714,2694,2,3,7,3,2,0,1,0,0,0,0,0
11,6,68,3,4,983,1,1750,2733,2,3,7,0,1,0,1,0,0,0,0,0
5,7,2,4,4,1860,1,1836,3696,2,4,8,4,2,0,1,0,0,0,0,0
22,8,7,5,4,1650,1,3279,4929,3,5,12,4,3,0,0,0,1,0,0,0
19,5,27,3,4,858,1,858,1716,1,3,5,0,2,0,0,0,0,0,1,0
7,4,55,3,2,836,1,1220,2056,1,3,6,0,2,0,0,0,0,0,1,0
7,6,34,3,3,1029,1,1117,2146,1,3,6,3,2,0,0,0,0,0,1,0
12,5,49,3,3,912,1,912,1824,1,3,5,0,1,0,1,0,0,0,0,0
16,8,1,4,4,1935,1,1973,3908,2,4,9,4,3,0,1,0,0,0,0,0
11,6,11,3,5,1204,1,1204,2408,2,3,5,0,2,0,1,0,0,0,0,0
5,7,1,4,4,1614,1,1614,3228,2,4,7,0,3,0,1,0,0,0,0,0
19,5,32,3,3,864,1,894,1758,1,3,5,2,2,0,1,0,0,0,0,0
20,5,30,3,0,0,1,2020,2020,2,3,10,3,2,0,0,0,0,0,1,0
11,6,29,3,4,975,1,1004,1979,1,3,4,0,2,0,1,0,0,0,0,0
8,7,12,3,4,1237,1,1253,2490,2,3,6,3,2,0,1,0,0,0,0,0
20,6,14,4,4,761,1,1603,2364,2,4,7,0,2,0,1,0,0,0,0,0
5,7,8,4,4,1413,1,1430,2843,2,4,6,0,2,0,1,0,0,0,0,0
11,5,31,3,4,1097,1,1110,2207,1,4,4,3,2,0,1,0,0,0,0,0
17,6,94,3,3,742,1,1484,2226,2,3,9,4,0,0,0,0,0,0,0,1
14,6,42,3,3,1372,1,1342,2714,2,3,7,4,2,0,1,0,0,0,0,0
17,5,95,3,2,686,1,1652,2338,2,3,7,0,1,0,0,0,0,0,1,0
20,7,6,4,4,956,1,2084,3040,2,4,8,0,2,0,0,0,1,0,0,0
17,4,54,3,3,901,1,901,1802,1,3,4,0,1,0,0,0,0,0,1,0
4,6,41,3,3,832,1,2087,2919,2,4,9,0,2,0,1,0,0,0,0,0
0,7,4,4,4,1145,1,1145,2290,2,4,5,4,2,0,1,0,0,0,0,0
11,6,31,3,4,1029,1,1062,2091,1,3,5,3,2,0,1,0,0,0,0,0
15,7,11,4,4,1117,1,2013,3130,2,3,8,3,2,0,1,0,0,0,0,0
21,8,0,4,4,1496,1,1496,2992,2,4,7,0,2,0,1,0,0,0,0,0
8,7,14,4,4,712,1,1895,2607,2,4,7,3,2,0,1,0,0,0,0,0
20,6,30,3,4,650,1,1564,2214,2,3,7,3,2,0,1,0,0,0,0,0
19,6,30,3,3,660,1,1285,1945,1,3,7,3,2,0,1,0,0,0,0,0
12,5,55,3,3,773,1,773,1546,1,3,4,0,1,0,1,0,0,0,0,0
16,9,1,5,5,1926,1,3140,5066,3,5,11,4,3,0,0,0,1,0,0,0
18,5,70,3,4,731,1,1768,2499,1,4,7,3,1,0,0,0,0,0,1,0
4,6,11,3,4,616,1,1688,2304,2,4,8,0,2,0,1,0,0,0,0,0
9,4,91,3,3,1196,1,1196,2392,1,3,5,0,2,0,0,0,0,0,1,0
5,7,3,4,4,728,1,1456,2184,2,4,7,4,2,0,1,0,0,0,0,0
16,9,1,5,5,1734,1,2822,4556,3,5,12,4,3,0,0,0,1,0,0,0
12,5,52,3,3,936,1,1128,2064,1,3,5,0,1,0,1,0,0,0,0,0
21,7,0,4,4,1417,1,1428,2845,2,5,6,0,2,0,1,0,0,0,0,0
12,5,39,3,3,980,1,980,1960,2,3,6,0,1,0,1,0,0,0,0,0
3,5,86,3,3,1324,1,1576,2900,1,4,6,3,2,0,1,0,0,0,0,0
12,5,40,3,3,1024,1,1086,2110,1,3,6,4,2,0,1,0,0,0,0,0
17,5,111,3,3,849,0,2138,2987,2,3,11,0,2,0,0,0,0,0,1,0
14,6,32,3,3,1040,1,1309,2349,1,4,5,2,2,0,1,0,0,0,0,0
5,6,4,4,4,848,1,848,1696,1,4,4,4,2,0,1,0,0,0,0,0
9,5,58,2,3,540,0,1044,1584,1,2,4,0,2,0,0,1,0,0,0,0
12,6,49,3,3,1442,1,1442,2884,1,3,7,0,1,0,1,0,0,0,0,0
7,5,88,3,3,686,1,1250,1936,1,2,7,0,1,0,0,0,0,0,1,0
5,7,12,3,4,1649,1,1661,3310,2,4,6,0,2,0,1,0,0,0,0,0
12,5,52,3,3,1008,1,1008,2016,1,3,4,4,1,0,1,0,0,0,0,0
11,8,6,4,4,1568,1,1689,3257,2,4,7,4,3,0,1,0,0,0,0,0
4,6,39,3,3,1010,1,1052,2062,1,3,6,0,2,0,1,0,0,0,0,0
16,7,1,4,4,1358,1,1358,2716,2,4,6,4,2,0,1,0,0,0,0,0
5,7,5,4,4,798,1,1640,2438,2,4,6,0,2,0,1,0,0,0,0,0
17,4,56,2,2,936,0,936,1872,1,3,4,0,2,0,0,0,0,0,1,0
8,7,4,4,4,847,1,1733,2580,2,4,7,4,2,0,0,0,1,0,0,0
18,6,69,3,3,778,1,1489,2267,2,3,7,4,1,0,0,0,0,0,1,0
21,8,0,4,4,1489,1,1489,2978,2,4,7,4,2,0,1,0,0,0,0,0
16,10,1,5,5,2078,1,2084,4162,2,5,7,4,3,0,1,0,0,0,0,0
3,5,84,3,3,784,1,784,1568,1,4,5,0,0,0,0,0,0,0,0,1
20,7,8,4,4,1454,1,1434,2888,2,4,6,3,2,0,1,0,0,0,0,0
4,5,42,3,3,1013,1,2126,3139,2,3,7,0,2,0,1,0,0,0,0,0
21,7,1,4,4,600,1,1223,1823,2,4,4,0,2,0,0,0,0,0,1,0
12,6,51,3,3,1392,1,1392,2784,1,3,6,4,2,0,1,0,0,0,0,0
21,7,1,3,4,600,1,1200,1800,2,4,4,0,2,0,0,0,0,0,1,0
5,7,7,4,4,941,1,1829,2770,2,4,7,3,2,0,1,0,0,0,0,0
12,6,45,3,3,1516,1,1516,3032,1,3,6,0,2,0,1,0,0,0,0,0
12,5,47,3,3,1144,1,1144,2288,1,3,6,0,2,0,1,0,0,0,0,0
19,4,60,3,4,1067,1,1067,2134,2,4,4,0,2,0,1,0,0,0,0,0
17,5,59,3,3,1559,1,1559,3118,1,3,5,0,2,0,0,0,0,0,1,0
2,6,35,3,3,483,1,987,1470,1,3,5,0,1,0,0,0,0,0,1,0
5,5,13,3,4,1099,1,1099,2198,1,4,6,0,1,0,1,0,0,0,0,0
7,5,62,3,3,768,1,1200,1968,1,3,6,0,1,0,0,0,0,0,1,0
18,6,83,3,3,672,0,1482,2154,2,2,7,0,1,0,0,0,0,0,1,0
17,5,104,3,3,650,1,1539,2189,2,4,8,1,2,0,0,0,0,0,1,0
12,6,42,3,3,1127,1,1165,2292,1,3,6,0,2,0,1,0,0,0,0,0
12,5,46,3,3,1800,0,1800,3600,2,3,10,0,0,0,0,0,0,0,0,1
17,5,93,3,3,876,1,1416,2292,1,3,7,4,3,0,0,0,0,0,1,0
19,5,32,3,4,1390,1,1701,3091,2,3,6,3,2,0,0,1,0,0,0,0
20,7,16,4,4,740,1,1775,2515,2,4,7,3,2,0,1,0,0,0,0,0
5,5,37,3,3,864,1,864,1728,1,3,5,2,1,0,1,0,0,0,0,0
4,6,100,3,3,907,1,2358,3265,3,3,10,4,2,0,0,0,0,0,1,0
24,6,31,4,3,528,1,1855,2383,2,3,7,3,2,0,1,0,0,0,0,0
5,6,4,4,4,848,1,848,1696,1,4,3,0,2,0,1,0,0,0,0,0
0,8,3,4,4,1273,1,1456,2729,2,4,7,3,2,0,1,0,0,0,0,0
6,7,66,3,3,918,1,1646,2564,2,3,7,4,1,0,0,0,0,0,1,0
12,6,45,3,3,1127,1,1445,2572,1,3,7,2,2,0,1,0,0,0,0,0
19,5,51,3,3,1763,1,1779,3542,1,3,6,4,2,0,1,0,0,0,0,0
19,5,48,3,3,1040,1,1040,2080,1,3,6,0,1,0,0,0,0,0,1,0
5,6,30,3,4,940,1,1026,1966,1,3,5,0,2,0,0,0,0,0,1,0
8,6,15,3,4,702,1,1481,2183,2,3,6,3,2,0,1,0,0,0,0,0
14,7,33,3,4,1090,1,1370,2460,2,3,6,3,2,0,1,0,0,0,0,0
14,6,38,3,3,1054,1,2654,3708,2,4,9,4,2,0,1,0,0,0,0,0
6,7,89,4,3,912,1,1426,2338,1,4,7,4,1,0,0,0,0,0,1,0
19,5,45,3,3,1039,1,1039,2078,1,3,6,0,2,0,1,0,0,0,0,0
20,6,26,3,4,1040,1,1097,2137,2,3,6,0,2,0,1,0,0,0,0,0
12,5,50,3,3,1148,1,1148,2296,1,3,6,0,1,0,1,0,0,0,0,0
21,7,1,4,5,1372,1,1372,2744,2,4,6,0,2,0,1,0,0,0,0,0
12,5,39,3,3,1002,1,1002,2004,1,3,5,0,2,0,0,0,0,0,1,0
23,8,1,4,4,1638,1,1646,3284,2,4,6,4,3,0,1,0,0,0,0,0
19,4,46,3,3,1040,1,1120,2160,1,2,5,0,2,0,1,0,0,0,0,0
8,5,58,3,0,0,1,2320,2320,2,3,7,3,2,0,1,0,0,0,0,0
20,7,17,4,4,1050,1,1949,2999,2,4,8,3,2,0,1,0,0,0,0,0
12,5,47,3,3,894,0,894,1788,1,3,5,0,1,0,0,0,0,0,1,0
5,6,12,3,4,804,1,1682,2486,2,4,7,0,2,0,1,0,0,0,0,0
